user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn
2187,2/1/2024,Basic,14.99,1.2,3,1,11,6,No
2188,7/29/2024,Standard,29.99,2.1,4,0,4,34,Yes
2189,5/1/2023,Basic,14.99,2.4,0,2,20,3,No
2190,9/26/2023,Standard,29.99,2.4,10,0,1,423,Yes
2191,9/24/2023,Basic,14.99,2.9,4,2,15,2,No
2192,12/21/2024,Standard,29.99,0.2,6,0,1,0,Yes
2193,4/1/2024,Basic,14.99,2.3,5,0,9,3,No
2194,8/8/2023,Premium,49.99,3.6,3,0,17,0,No
2195,9/18/2024,Basic,14.99,3.4,7,1,2,24,Yes
2196,10/20/2023,Standard,29.99,3.1,1,0,14,0,No
2197,12/11/2024,Premium,49.99,3.7,4,0,1,5,No
2198,5/17/2024,Basic,14.99,2.4,1,1,7,0,No
2199,7/24/2023,Basic,14.99,2,6,1,11,168,Yes
2200,5/6/2023,Basic,14.99,1.1,3,2,20,2,Yes
2201,5/19/2023,Basic,14.99,1.9,5,2,19,10,No
2202,3/17/2023,Basic,14.99,2.6,2,0,21,5,No
2203,4/7/2024,Standard,29.99,2.7,4,0,8,6,No
2204,6/26/2023,Premium,49.99,4.9,11,0,14,107,Yes
2205,3/31/2024,Standard,29.99,2.6,2,0,9,3,No
2206,3/31/2023,Basic,14.99,2.6,2,0,21,3,No
2207,11/29/2024,Standard,29.99,0.9,7,1,1,0,Yes
2208,11/24/2023,Standard,29.99,2.3,9,2,9,110,Yes
2209,11/14/2024,Standard,29.99,2,4,2,1,3,Yes
2210,12/22/2023,Basic,14.99,2.4,2,0,12,5,No
2211,12/27/2024,Basic,14.99,0.3,0,0,1,3,No
2212,3/8/2023,Basic,14.99,2,5,1,22,1,No
2213,7/17/2024,Standard,29.99,2.6,2,0,5,0,No
2214,7/9/2024,Standard,29.99,3.5,7,0,3,78,Yes
2215,10/25/2023,Basic,14.99,2.8,0,0,14,1,No
2216,11/4/2023,Standard,29.99,3.5,2,0,14,1,No
2217,6/11/2023,Basic,14.99,1.1,3,0,18,4,No
2218,12/29/2024,Standard,29.99,0.2,1,0,1,2,No
2219,12/27/2024,Premium,49.99,0.7,1,0,1,1,No
2220,12/18/2024,Premium,49.99,0.3,11,0,1,1,Yes
2221,10/15/2024,Basic,14.99,2.2,2,0,2,2,No
2222,6/28/2023,Basic,14.99,2.8,2,0,18,1,No
2223,1/6/2024,Basic,14.99,0.9,7,2,12,2,Yes
2224,6/4/2024,Standard,29.99,2.4,2,0,7,1,No
2225,8/18/2023,Basic,14.99,2.5,1,1,16,1,No
2226,5/5/2023,Premium,49.99,4.5,1,0,20,4,No
2227,7/25/2023,Standard,29.99,1.8,4,1,5,374,Yes
2228,5/23/2023,Basic,14.99,1.8,4,1,19,0,No
2229,8/31/2023,Basic,14.99,1.3,3,0,16,0,No
2230,5/20/2024,Premium,49.99,5.8,1,0,7,1,No
2231,1/27/2023,Standard,29.99,3.5,2,2,23,6,No
2232,1/5/2024,Standard,29.99,3.3,5,0,12,1,No
2233,7/21/2024,Premium,49.99,3.1,9,2,5,1,Yes
2234,8/9/2024,Standard,29.99,3.1,3,0,4,6,No
2235,1/13/2024,Standard,29.99,4,4,0,11,2,No
2236,4/23/2024,Basic,14.99,1.9,8,1,8,2,Yes
2237,7/18/2024,Premium,49.99,2.8,9,2,5,0,Yes
2238,5/13/2023,Premium,49.99,3.7,4,3,19,0,No
2239,9/18/2024,Standard,29.99,3.9,2,0,3,4,No
2240,3/30/2023,Standard,29.99,2.7,5,0,21,0,No
2241,3/9/2023,Standard,29.99,2.5,7,1,5,510,Yes
2242,11/13/2023,Standard,29.99,3.4,4,0,13,3,No
2243,2/12/2024,Basic,14.99,2.9,4,1,10,3,No
2244,5/5/2024,Standard,29.99,2,5,0,8,3,No
2245,6/22/2024,Standard,29.99,3.2,3,0,6,4,No
2246,2/25/2024,Standard,29.99,2.6,11,1,10,3,Yes
2247,2/24/2024,Standard,29.99,3.1,3,1,10,0,No
2248,8/11/2024,Standard,29.99,3,3,0,4,3,No
2249,3/17/2023,Standard,29.99,2.3,3,0,21,2,No
2250,5/9/2023,Basic,14.99,1.8,6,2,14,169,Yes
2251,11/21/2023,Basic,14.99,2.2,6,1,13,4,Yes
2252,10/19/2024,Basic,14.99,3.4,0,0,2,4,No
2253,3/17/2023,Basic,14.99,1.2,1,0,21,0,No
2254,4/5/2024,Premium,49.99,3.2,9,2,9,5,Yes
2255,4/22/2024,Premium,49.99,4.9,0,0,8,8,No
2256,11/27/2024,Basic,14.99,3,2,0,1,1,No
2257,6/13/2024,Basic,14.99,1.2,4,0,6,5,No
2258,12/19/2023,Standard,29.99,2.1,3,3,12,5,Yes
2259,5/12/2023,Premium,49.99,5.2,4,1,19,1,No
2260,7/18/2024,Basic,14.99,1.3,5,0,5,1,No
2261,10/17/2024,Basic,14.99,3,4,0,2,8,No
2262,8/24/2024,Standard,29.99,3.4,7,0,4,1,Yes
2263,7/6/2023,Basic,14.99,2.7,2,1,18,3,No
2264,5/13/2023,Basic,14.99,1.2,7,1,19,8,Yes
2265,3/19/2024,Standard,29.99,3.3,0,0,9,3,No
2266,5/29/2024,Basic,14.99,2.2,2,0,7,2,No
2267,2/26/2023,Standard,29.99,2.8,1,1,22,8,No
2268,5/8/2023,Basic,14.99,1.5,4,1,20,3,No
2269,6/14/2024,Standard,29.99,4,3,1,6,0,No
2270,6/6/2023,Standard,29.99,3.8,4,0,19,1,No
2271,11/8/2023,Basic,14.99,3,5,0,13,2,No
2272,6/18/2023,Basic,14.99,1.5,11,2,10,255,Yes
2273,6/15/2023,Basic,14.99,2.7,4,0,18,1,No
2274,11/27/2023,Basic,14.99,1.7,1,0,13,2,No
2275,12/27/2024,Standard,29.99,0.2,4,0,1,2,No
2276,8/19/2023,Standard,29.99,1.9,10,2,6,319,Yes
2277,12/21/2023,Basic,14.99,2.5,1,0,12,1,No
2278,6/15/2024,Premium,49.99,4.7,1,0,6,8,No
2279,10/18/2023,Standard,29.99,3.2,2,1,14,0,No
2280,3/22/2023,Premium,49.99,4.8,5,3,21,4,Yes
2281,9/14/2023,Standard,29.99,2.9,2,1,15,2,No
2282,7/21/2023,Basic,14.99,1.3,2,1,17,0,No
2283,10/12/2024,Basic,14.99,2.9,3,1,2,7,No
2284,7/18/2024,Basic,14.99,1.8,4,1,5,0,No
2285,10/9/2023,Premium,49.99,3.4,5,2,2,361,Yes
2286,5/9/2023,Standard,29.99,1.6,7,1,1,571,Yes
2287,10/2/2024,Premium,49.99,4.6,4,0,3,2,No
2288,11/7/2023,Premium,49.99,5.2,5,2,14,1,No
2289,9/21/2024,Basic,14.99,2.4,9,1,3,0,Yes
2290,6/30/2024,Basic,14.99,1.5,1,0,6,7,No
2291,4/6/2023,Basic,14.99,1.5,3,2,21,1,No
2292,5/29/2024,Basic,14.99,2.5,5,0,7,3,No
2293,10/18/2024,Basic,14.99,1.8,0,0,2,8,No
2294,6/22/2023,Premium,49.99,4.5,3,2,18,5,Yes
2295,8/29/2024,Standard,29.99,1.9,11,1,4,0,Yes
2296,8/17/2024,Basic,14.99,1.3,1,0,4,5,No
2297,6/7/2023,Basic,14.99,1.9,4,0,2,490,Yes
2298,6/25/2023,Standard,29.99,3.4,11,2,9,269,Yes
2299,11/5/2024,Basic,14.99,3.1,6,0,1,0,Yes
2300,10/1/2024,Basic,14.99,1.1,4,2,3,1,Yes
2301,9/11/2024,Standard,29.99,2.5,0,0,3,0,No
2302,12/12/2023,Standard,29.99,3.3,0,1,12,0,No
2303,7/31/2024,Basic,14.99,2.3,8,0,5,1,Yes
2304,2/12/2023,Standard,29.99,2.3,7,0,9,409,Yes
2305,1/30/2023,Basic,14.99,2.2,11,2,9,423,Yes
2306,3/25/2023,Basic,14.99,1.3,4,3,21,7,Yes
2307,2/16/2023,Basic,14.99,2.8,2,0,22,3,No
2308,10/18/2024,Premium,49.99,4.2,1,0,2,7,No
2309,8/13/2024,Standard,29.99,3.9,0,0,4,1,No
2310,9/29/2023,Basic,14.99,2,1,2,15,4,No
2311,10/28/2024,Standard,29.99,3,1,0,2,2,No
2312,8/4/2023,Premium,49.99,4.6,7,1,17,9,Yes
2313,8/8/2024,Basic,14.99,1.8,5,1,1,94,Yes
2314,3/2/2024,Standard,29.99,3.1,2,0,10,6,No
2315,9/24/2024,Basic,14.99,2.5,5,0,3,0,No
2316,10/16/2024,Basic,14.99,1.4,4,0,2,2,No
2317,2/1/2023,Standard,29.99,1.7,5,2,8,445,Yes
2318,5/24/2024,Standard,29.99,3.2,1,0,7,3,No
2319,10/4/2024,Standard,29.99,2.4,5,1,1,40,Yes
2320,7/12/2024,Premium,49.99,5.9,1,0,5,0,No
2321,10/24/2023,Basic,14.99,2.8,0,2,14,1,No
2322,10/19/2024,Standard,29.99,3.3,4,0,2,0,No
2323,11/6/2023,Premium,49.99,5.2,2,0,14,2,No
2324,5/9/2024,Standard,29.99,3.8,9,2,7,0,Yes
2325,9/8/2023,Basic,14.99,2.1,5,2,16,0,No
2326,12/2/2024,Basic,14.99,3.2,2,0,1,1,No
2327,2/20/2024,Premium,49.99,3.4,0,2,10,1,No
2328,11/1/2023,Basic,14.99,2.6,5,0,14,0,No
2329,4/9/2024,Premium,49.99,4.3,1,0,8,4,No
2330,3/16/2023,Basic,14.99,1.2,8,2,16,167,Yes
2331,12/6/2024,Basic,14.99,0.3,9,0,1,1,Yes
2332,3/3/2023,Standard,29.99,1.8,0,2,22,8,No
2333,6/11/2023,Basic,14.99,1.6,3,0,18,0,No
2334,3/26/2024,Standard,29.99,2.4,6,1,9,3,Yes
2335,3/1/2024,Basic,14.99,2.2,2,0,10,9,No
2336,5/10/2024,Basic,14.99,0.9,3,1,7,0,No
2337,4/20/2024,Standard,29.99,2.4,1,0,8,0,No
2338,7/28/2023,Standard,29.99,3.3,0,1,17,3,No
2339,12/15/2023,Basic,14.99,2.7,3,1,12,5,No
2340,9/13/2024,Standard,29.99,3.7,4,0,3,1,No
2341,5/28/2023,Basic,14.99,2.6,3,0,19,1,No
2342,11/17/2023,Standard,29.99,3.6,1,0,13,0,No
2343,11/23/2023,Basic,14.99,2,3,0,1,359,Yes
2344,12/20/2023,Basic,14.99,1.5,5,1,12,1,No
2345,2/13/2024,Basic,14.99,2.9,8,0,10,3,Yes
2346,5/14/2023,Basic,14.99,1.9,3,0,19,5,No
2347,1/15/2024,Standard,29.99,3,0,1,11,1,No
2348,6/11/2024,Basic,14.99,1.9,3,0,6,1,No
2349,7/29/2024,Premium,49.99,4.9,0,0,5,3,No
2350,4/19/2023,Basic,14.99,1.3,4,1,20,1,No
2351,11/23/2023,Basic,14.99,1.8,0,0,13,5,No
2352,9/5/2023,Standard,29.99,2.8,10,4,16,3,Yes
2353,4/22/2024,Premium,49.99,5,2,0,8,1,No
2354,5/6/2023,Basic,14.99,2.1,1,2,20,0,No
2355,10/1/2023,Basic,14.99,2.2,3,3,10,145,Yes
2356,4/5/2024,Basic,14.99,2.9,0,0,9,1,No
2357,9/11/2023,Standard,29.99,3.1,0,1,15,3,No
2358,5/25/2023,Standard,29.99,3.9,3,2,10,265,Yes
2359,4/10/2023,Standard,29.99,2.7,4,0,21,6,No
2360,2/21/2023,Basic,14.99,1.6,10,1,5,518,Yes
2361,10/25/2023,Premium,49.99,3.1,3,0,14,2,No
2362,1/29/2024,Standard,29.99,2.2,4,0,11,6,No
2363,9/22/2024,Standard,29.99,2.7,5,2,3,3,Yes
2364,3/4/2024,Premium,49.99,4.4,1,1,10,5,No
2365,9/12/2023,Premium,49.99,4.9,2,1,15,1,No
2366,6/13/2023,Standard,29.99,2.8,1,0,18,1,No
2367,12/2/2023,Basic,14.99,2.4,5,1,13,4,No
2368,8/14/2024,Basic,14.99,2.4,1,0,4,1,No
2369,11/17/2023,Basic,14.99,2.6,3,0,13,2,No
2370,7/14/2023,Basic,14.99,2,11,2,13,132,Yes
2371,6/13/2023,Standard,29.99,2.6,4,1,18,1,No
2372,5/25/2024,Standard,29.99,2.9,10,0,7,2,Yes
2373,6/11/2024,Standard,29.99,2.3,1,0,6,0,No
2374,4/23/2024,Basic,14.99,2,3,0,8,3,No
2375,5/25/2024,Premium,49.99,4.2,4,0,7,4,No
2376,11/12/2023,Basic,14.99,2.8,2,1,13,5,No
2377,5/24/2024,Premium,49.99,3.2,3,3,7,1,Yes
2378,1/24/2023,Basic,14.99,2.1,2,0,23,1,No
2379,4/3/2023,Basic,14.99,1.4,0,0,21,3,No
2380,2/7/2024,Basic,14.99,1.8,3,0,10,1,No
2381,6/1/2024,Standard,29.99,2.7,6,1,5,42,Yes
2382,4/13/2024,Basic,14.99,0.9,5,1,3,159,Yes
2383,9/4/2023,Basic,14.99,2.7,2,1,16,5,No
2384,8/9/2023,Basic,14.99,2.7,5,1,17,0,No
2385,8/20/2024,Premium,49.99,3.9,0,0,4,1,No
2386,12/28/2023,Basic,14.99,2.2,5,0,12,3,No
2387,2/19/2023,Standard,29.99,3.1,5,0,22,5,No
2388,2/21/2023,Basic,14.99,1.8,3,2,19,114,Yes
2389,10/16/2023,Standard,29.99,3,11,1,1,387,Yes
2390,5/21/2024,Premium,49.99,3.6,3,1,7,3,No
2391,9/3/2024,Standard,29.99,4,3,0,3,0,No
2392,10/31/2024,Premium,49.99,5.1,1,0,2,1,No
2393,11/19/2024,Basic,14.99,3.8,3,0,1,0,No
2394,4/26/2024,Premium,49.99,2.7,2,0,8,5,No
2395,10/20/2023,Basic,14.99,1.1,0,0,14,7,No
2396,7/3/2024,Premium,49.99,3.3,2,0,6,1,No
2397,1/9/2023,Premium,49.99,2.8,6,2,4,599,Yes
2398,4/21/2023,Basic,14.99,2.8,3,1,20,5,No
2399,3/17/2024,Standard,29.99,3,5,1,9,1,No
2400,5/18/2023,Basic,14.99,1.5,2,1,19,7,No
2401,9/28/2023,Basic,14.99,1.6,6,1,7,224,Yes
2402,1/10/2024,Basic,14.99,2.4,3,0,11,2,No
2403,2/17/2024,Standard,29.99,2.5,5,0,10,1,No
2404,1/10/2024,Basic,14.99,1,0,0,11,0,No
2405,2/16/2023,Standard,29.99,2,5,0,22,3,No
2406,2/15/2024,Standard,29.99,2.6,9,1,6,129,Yes
2407,2/22/2023,Basic,14.99,1.8,4,0,22,2,No
2408,8/6/2024,Basic,14.99,1.7,5,0,4,3,No
2409,7/29/2024,Standard,29.99,3.5,2,0,5,0,No
2410,7/19/2023,Basic,14.99,2.5,8,1,5,379,Yes
2411,1/7/2024,Premium,49.99,3.3,4,0,11,0,No
2412,7/20/2024,Standard,29.99,2.9,5,1,5,5,No
2413,10/23/2023,Basic,14.99,2.6,0,0,14,2,No
2414,3/17/2023,Standard,29.99,2,7,1,14,222,Yes
2415,1/31/2024,Basic,14.99,1.8,3,0,11,2,No
2416,5/31/2024,Premium,49.99,2.8,11,1,7,6,Yes
2417,4/6/2024,Standard,29.99,3.2,1,1,8,5,No
2418,7/17/2024,Premium,49.99,4.3,0,0,5,0,No
2419,10/14/2023,Basic,14.99,2.4,0,0,14,1,No
2420,9/30/2024,Basic,14.99,1.5,4,0,3,0,No
2421,11/27/2024,Premium,49.99,4.9,5,0,1,0,No
2422,9/17/2024,Basic,14.99,2.8,9,1,1,48,Yes
2423,5/2/2023,Standard,29.99,3.4,6,2,11,278,Yes
2424,5/12/2023,Basic,14.99,1.1,3,0,19,3,No
2425,4/10/2023,Basic,14.99,1.3,0,0,21,4,No
2426,2/8/2024,Standard,29.99,3.1,4,0,10,3,No
2427,1/18/2024,Standard,29.99,2.3,4,0,11,0,No
2428,12/14/2023,Premium,49.99,4.1,5,1,12,0,No
2429,7/25/2024,Basic,14.99,2.6,3,1,5,1,No
2430,1/10/2024,Standard,29.99,2.7,2,0,11,0,No
2431,5/28/2023,Standard,29.99,2.1,2,1,19,0,No
2432,7/23/2023,Premium,49.99,4.6,3,1,17,3,No
2433,9/8/2024,Standard,29.99,3.2,5,0,3,3,No
2434,6/5/2024,Premium,49.99,4.2,3,2,6,2,No
2435,2/16/2024,Basic,14.99,1.7,3,1,10,0,No
2436,5/27/2024,Basic,14.99,1.2,5,0,7,2,No
2437,2/11/2023,Basic,14.99,1.9,5,0,22,2,No
2438,2/16/2023,Premium,49.99,5.2,0,1,22,3,No
2439,2/9/2023,Basic,14.99,2.5,0,0,23,1,No
2440,5/21/2023,Standard,29.99,3,5,1,19,2,No
2441,12/8/2023,Basic,14.99,1.6,9,2,12,3,Yes
2442,4/30/2024,Standard,29.99,2.2,10,0,8,1,Yes
2443,6/15/2024,Standard,29.99,2.3,2,0,6,1,No
2444,4/12/2024,Standard,29.99,3.2,2,0,8,2,No
2445,6/2/2023,Premium,49.99,3.8,5,0,19,6,No
2446,9/12/2024,Standard,29.99,2.3,1,0,3,0,No
2447,6/11/2024,Standard,29.99,1.9,9,0,6,3,Yes
2448,5/24/2023,Basic,14.99,2.3,3,1,19,4,No
2449,12/2/2023,Basic,14.99,1.6,10,1,13,0,Yes
2450,9/19/2024,Basic,14.99,2.3,3,0,3,3,No
2451,11/23/2023,Premium,49.99,4.2,1,0,13,5,No
2452,6/16/2023,Premium,49.99,5,0,0,18,8,No
2453,2/7/2024,Basic,14.99,1.4,5,0,10,0,No
2454,9/23/2024,Standard,29.99,3.2,4,0,3,3,No
2455,11/3/2023,Basic,14.99,1.1,3,0,14,0,No
2456,8/30/2024,Basic,14.99,0.9,10,1,1,84,Yes
2457,12/11/2023,Premium,49.99,3.2,0,0,12,1,No
2458,6/3/2024,Standard,29.99,2.9,3,2,7,2,No
2459,6/5/2024,Basic,14.99,2.6,1,0,6,2,No
2460,6/29/2024,Basic,14.99,1.4,4,0,6,7,No
2461,5/16/2024,Standard,29.99,3.2,11,1,1,186,Yes
2462,12/26/2024,Standard,29.99,0,5,0,1,30,No
2463,7/30/2024,Basic,14.99,3.1,2,0,5,0,No
2464,11/3/2023,Standard,29.99,2.5,2,1,14,6,No
2465,5/1/2024,Premium,49.99,5.1,3,0,8,0,No
2466,1/18/2023,Basic,14.99,2.3,3,0,23,1,No
2467,1/13/2024,Basic,14.99,2.4,4,2,11,1,Yes
2468,12/6/2023,Basic,14.99,1.2,5,3,13,0,No
2469,11/20/2024,Basic,14.99,1.6,1,0,1,2,No
2470,4/23/2023,Standard,29.99,2.1,2,1,20,8,No
2471,3/2/2024,Basic,14.99,2.6,2,0,10,4,No
2472,8/20/2024,Premium,49.99,4.2,3,0,4,1,No
2473,11/12/2023,Standard,29.99,3.5,2,0,13,1,No
2474,12/5/2024,Basic,14.99,1.8,5,0,1,0,No
2475,10/6/2024,Premium,49.99,6.3,11,0,2,6,Yes
2476,1/28/2023,Standard,29.99,2.8,2,0,23,0,No
2477,9/3/2024,Basic,14.99,2.6,5,0,3,0,No
2478,4/30/2024,Basic,14.99,2.3,0,1,8,1,No
2479,9/29/2023,Basic,14.99,2.3,2,1,15,1,No
2480,11/2/2024,Basic,14.99,3.5,5,0,1,2,No
2481,8/15/2024,Standard,29.99,3.3,3,1,4,2,No
2482,8/14/2024,Standard,29.99,2.4,1,0,4,1,No
2483,8/22/2023,Standard,29.99,2.8,10,2,3,400,Yes
2484,2/22/2023,Basic,14.99,1.7,11,3,4,532,Yes
2485,8/20/2024,Standard,29.99,4.6,1,0,4,2,No
2486,5/6/2024,Premium,49.99,3.1,5,0,7,1,No
2487,6/24/2023,Basic,14.99,1.1,8,1,16,68,Yes
2488,6/20/2024,Premium,49.99,5,0,0,6,0,No
2489,10/6/2024,Basic,14.99,2.4,0,0,2,4,No
2490,9/26/2024,Standard,29.99,3,2,0,3,2,No
2491,1/25/2024,Standard,29.99,3.4,4,1,11,1,No
2492,6/1/2023,Standard,29.99,2.8,5,0,19,3,No
2493,11/28/2024,Standard,29.99,2.8,5,0,1,1,No
2494,9/6/2023,Premium,49.99,4.9,4,0,16,0,No
2495,2/2/2023,Basic,14.99,2.3,0,2,23,0,No
2496,8/9/2024,Basic,14.99,1.7,3,0,4,6,No
2497,12/18/2024,Standard,29.99,1.6,5,0,1,2,No
2498,4/23/2023,Basic,14.99,1.4,0,1,20,2,No
2499,7/15/2023,Basic,14.99,1.7,0,0,17,1,No
2500,1/20/2023,Premium,49.99,4.7,3,0,23,1,No
